programme_id,programme_name,institution_id,institution_name,field_name,original_value,value,fill_method,confidence,scope,donor_entity,donor_name,donor_programme_id,source_url,provider,provenance,resolution_level,original_status,is_new,overwrote_nonempty,package_evidence_status
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,Aalto University,mandatory_fees,,Mandatory fees vary by institution and enrolment,HEURISTIC,LOW,institution,aalto-fi-canary,Aalto University,,local://ultra-max-fill-heuristic,local_ultra_max_fill,No local mandatory-fee donor; advisory placeholder.,ADVISORY,ADVISORY,1,0,ADVISORY
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,Aalto University,application_fee,,Application fee not specified in local artifacts,HEURISTIC,LOW,institution,aalto-fi-canary,Aalto University,,local://ultra-max-fill-heuristic,local_ultra_max_fill,No local application-fee donor.,ADVISORY,ADVISORY,1,0,ADVISORY
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,Aalto University,scholarship,,"{""academic_cycle"":null,""amount"":null,""automatic_consideration"":null,""award_name"":null,""currency"":null,""details"":""gratuit en apprentissage"",""eligibility"":null,""funding_type"":""financial_aid_policy"",""repayable"":null,""separate_application_required"":null}",SAME_DEGREE,MEDIUM,programme,3e73f74a-32b2-5791-bced-eab789f0add1,diplôme d'ingénieur du CESI,23a1be45-6364-5f9d-aaaf-2dfa117a3fc9,https://api.opendata.onisep.fr/downloads/605344579a7d7/605344579a7d7.csv,onisep_higher_ed,Reused existing local MAX_FILL donor via degree disc relation.,ADVISORY,NEEDS_REVIEW,1,0,REVIEW
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,Aalto University,scholarship_amount,,Varies,HEURISTIC,LOW,institution,aalto-fi-canary,Aalto University,,local://ultra-max-fill-heuristic,local_ultra_max_fill,No local scholarship amount donor.,ADVISORY,ADVISORY,1,0,ADVISORY
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,Aalto University,funding,,Funding options may be available,HEURISTIC,LOW,institution,aalto-fi-canary,Aalto University,,local://ultra-max-fill-heuristic,local_ultra_max_fill,Institution-policy advisory default.,ADVISORY,ADVISORY,1,0,ADVISORY
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,Aalto University,funding_amount,,Varies,HEURISTIC,LOW,institution,aalto-fi-canary,Aalto University,,local://ultra-max-fill-heuristic,local_ultra_max_fill,No local funding amount donor.,ADVISORY,ADVISORY,1,0,ADVISORY
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,Aalto University,funding_eligibility,,"Eligibility varies by citizenship, merit, and financial need",HEURISTIC,LOW,institution,aalto-fi-canary,Aalto University,,local://ultra-max-fill-heuristic,local_ultra_max_fill,Institution-policy advisory default.,ADVISORY,ADVISORY,1,0,ADVISORY
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,Aalto University,funding_deadline,,See funding provider deadlines,HEURISTIC,LOW,institution,aalto-fi-canary,Aalto University,,local://ultra-max-fill-heuristic,local_ultra_max_fill,No local funding deadline donor.,ADVISORY,ADVISORY,1,0,ADVISORY
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,Aalto University,ielts_overall,,5,SAME_DEGREE,MEDIUM,programme,https://www.eurecom.fr/fr/les-formations/master-en-informatique,EURECOM,ceec9355-9c45-56cb-a776-d302dd78bb57,https://www.eurecom.fr/fr/les-formations/master-en-informatique,official_existing_url,Reused existing local MAX_FILL donor via degree disc relation.,ADVISORY,PAGE_DETERMINISTIC,1,0,ADVISORY
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,Aalto University,ielts_subscores,,6.0 each,HEURISTIC,LOW,institution,aalto-fi-canary,Aalto University,,local://ultra-max-fill-heuristic,local_ultra_max_fill,English-test advisory subscore default.,ADVISORY,ADVISORY,1,0,ADVISORY
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,Aalto University,toefl,,80,SAME_DEGREE,MEDIUM,programme,https://www.eurecom.fr/fr/les-formations/master-en-informatique,EURECOM,ceec9355-9c45-56cb-a776-d302dd78bb57,https://www.eurecom.fr/fr/les-formations/master-en-informatique,official_existing_url,Reused existing local MAX_FILL donor via degree disc relation.,ADVISORY,PAGE_DETERMINISTIC,1,0,ADVISORY
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,Aalto University,duolingo,,120,HEURISTIC,LOW,institution,aalto-fi-canary,Aalto University,,local://ultra-max-fill-heuristic,local_ultra_max_fill,Degree-level English-test advisory default.,ADVISORY,ADVISORY,1,0,ADVISORY
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,Aalto University,standardized_test_requirements,,"{""requirement_status"": ""required"", ""test"": ""SAT""}",COUNTRY_DEFAULT,MEDIUM,programme,8606b6c5-bf41-54d1-87f7-95596c5d82cc,Business Information Technology,8606b6c5-bf41-54d1-87f7-95596c5d82cc,local://stage1-programme-max-fill-results.csv,existing_strict_export,Reused existing local MAX_FILL donor via country relation.,ADVISORY,EXISTING,1,0,ADVISORY
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,Aalto University,intakes,"{""start_date"": ""2027-08-01""}","{""start_date"": ""2027-08-01""}",DIRECT,HIGH,programme,c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,,local://stage1-programme-max-fill-results.csv,existing_strict_export,Existing strict or hierarchy replay value.,H0,ABSTAINED,0,0,REVIEW
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,Aalto University,final_deadline,2027-01-05,2027-01-05,DIRECT,MEDIUM,programme,c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,c695f7f2-0ce1-5caa-9600-cf5fc759a332,https://opintopolku.fi/konfo-backend/toteutus/1.2.246.562.17.00000000000000008123,studyinfo_toteutus,"Source-native application window dates: alkaa=2026-12-07T09:00; paattyy=2027-01-05T15:00; formatoituPaattyy=fi=5.1.2027 klo 15:00; sv=5.1.2027 kl. 15:00; en=Jan. 5, 2027 at 03:00 PM UTC+2; formatoituAlkaa=fi=7.12.2026 klo 09:00; sv=7.12.2026 kl. 09:00; en=Dec. 7, 2026 at 09:00 AM UTC+2 [source column hakutiedot.0.hakukohteet.0.hakuajat]",H0,RULE_VALIDATED,0,0,ADVISORY
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,Aalto University,priority_deadline,,2025-12-01,HEURISTIC,LOW,institution,aalto-fi-canary,Aalto University,,local://ultra-max-fill-heuristic,local_ultra_max_fill,Common-cycle advisory deadline default.,ADVISORY,ADVISORY,1,0,ADVISORY
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,Aalto University,international_deadline,,2026-01-15,HEURISTIC,LOW,institution,aalto-fi-canary,Aalto University,,local://ultra-max-fill-heuristic,local_ultra_max_fill,Common-cycle advisory deadline default.,ADVISORY,ADVISORY,1,0,ADVISORY
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,Aalto University,rolling_admission,,True,COUNTRY_DEFAULT,MEDIUM,programme,8606b6c5-bf41-54d1-87f7-95596c5d82cc,Business Information Technology,8606b6c5-bf41-54d1-87f7-95596c5d82cc,local://stage1-programme-max-fill-results.csv,existing_strict_export,Reused existing local MAX_FILL donor via country relation.,ADVISORY,MISSING,1,0,ADVISORY
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,Aalto University,application_url,https://opintopolku.fi/hakemus/hakukohde/1.2.246.562.20.00000000000000091188?lang=en,https://opintopolku.fi/hakemus/hakukohde/1.2.246.562.20.00000000000000091188?lang=en,DIRECT,HIGH,programme,c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,,local://stage1-programme-max-fill-results.csv,existing_strict_export,Existing strict or hierarchy replay value.,H0,MISSING,0,0,ADVISORY
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,Aalto University,minimum_degree,University Bachelor's degree,University Bachelor's degree,DIRECT,HIGH,programme,c695f7f2-0ce1-5caa-9600-cf5fc759a332,target programme,c695f7f2-0ce1-5caa-9600-cf5fc759a332,https://opintopolku.fi/konfo-backend/hakukohde/1.2.246.562.20.00000000000000091188,studyinfo_hakukohde,Existing strict or hierarchy replay value.,H0,DIRECT_ACCEPTED,0,0,ADVISORY
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,Aalto University,minimum_gpa,,3.0,HEURISTIC,LOW,programme,aalto-fi-canary,Aalto University,,local://ultra-max-fill-heuristic,local_ultra_max_fill,Degree-level GPA advisory default.,ADVISORY,ADVISORY,1,0,ADVISORY
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,Aalto University,gpa_scale,,4.0,HEURISTIC,LOW,programme,aalto-fi-canary,Aalto University,,local://ultra-max-fill-heuristic,local_ultra_max_fill,Common GPA-scale advisory default.,ADVISORY,ADVISORY,1,0,ADVISORY
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,Aalto University,subject_prerequisites,,"Grundläggande behörighet och minst 7,5 hp arkivvetenskap eller motsvarande kunskap samt 1 års arbetslivserfarenhet inom arkivsektorn.",SAME_DEGREE,MEDIUM,programme,d50de2d3-1fef-5ea0-8ba0-bd3213a09956,target programme,d50de2d3-1fef-5ea0-8ba0-bd3213a09956,https://api.skolverket.se/susa-navet/emil3/educationInfos/i.uoh.lu.abma21.31300.20262,susa_navet_info,Reused existing local MAX_FILL donor via degree disc relation.,ADVISORY,DIRECT_ACCEPTED,1,0,ADVISORY
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,Aalto University,required_documents,,Required educational certificates,COUNTRY_DEFAULT,MEDIUM,programme,8606b6c5-bf41-54d1-87f7-95596c5d82cc,target programme,8606b6c5-bf41-54d1-87f7-95596c5d82cc,https://opintopolku.fi/konfo-backend/hakukohde/1.2.246.562.20.00000000000000091904,studyinfo_hakukohde,Reused existing local MAX_FILL donor via country relation.,ADVISORY,DIRECT_ACCEPTED,1,0,ADVISORY
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,Aalto University,graduation_certificate,,,UNKNOWN,LOW,programme,aalto-fi-canary,Aalto University,,local://ultra-max-fill-heuristic,local_ultra_max_fill,No direct certificate or transcript evidence in local artifacts.,ADVISORY,ADVISORY,1,0,UNKNOWN
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,Aalto University,academic_transcript,,,UNKNOWN,LOW,programme,aalto-fi-canary,Aalto University,,local://ultra-max-fill-heuristic,local_ultra_max_fill,No direct certificate or transcript evidence in local artifacts.,ADVISORY,ADVISORY,1,0,UNKNOWN
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,Aalto University,recommendation_letters,,2 recommendation letters,HEURISTIC,LOW,institution,aalto-fi-canary,Aalto University,,local://ultra-max-fill-heuristic,local_ultra_max_fill,Common graduate-admissions advisory default.,ADVISORY,ADVISORY,1,0,ADVISORY
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,Aalto University,sop_or_essay,,Statement of purpose or motivation letter,HEURISTIC,LOW,institution,aalto-fi-canary,Aalto University,,local://ultra-max-fill-heuristic,local_ultra_max_fill,Common admissions-essay advisory default.,ADVISORY,ADVISORY,1,0,ADVISORY
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,Aalto University,portfolio,,Portfolio requirement depends on the programme,HEURISTIC,LOW,institution,aalto-fi-canary,Aalto University,,local://ultra-max-fill-heuristic,local_ultra_max_fill,Programme-specific portfolio status unavailable locally.,ADVISORY,ADVISORY,1,0,ADVISORY
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,Aalto University,work_experience,,"{""details"": ""DUO RIO reports GEEN_EISEN for EISEN_WERKZAAMHEDEN."", ""requirement_status"": ""not_required""}",SAME_DEGREE,MEDIUM,programme,d09b3b83-7fe8-5626-bb42-6dd7661c0972,Computer Science,d09b3b83-7fe8-5626-bb42-6dd7661c0972,local://stage1-programme-max-fill-results.csv,existing_strict_export,Reused existing local MAX_FILL donor via degree disc relation.,ADVISORY,ABSTAINED,1,0,REVIEW
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,Aalto University,career_outcomes,,Career opportunities related to computer science,DERIVED,LOW,programme,aalto-fi-canary,Aalto University,,local://ultra-max-fill-heuristic,local_ultra_max_fill,Derived from the persisted discipline.,ADVISORY,ADVISORY,1,0,ADVISORY
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,Aalto University,employment_outcomes,,Career opportunities related to computer science,DERIVED,LOW,programme,aalto-fi-canary,Aalto University,,local://ultra-max-fill-heuristic,local_ultra_max_fill,Derived from the persisted discipline.,ADVISORY,ADVISORY,1,0,ADVISORY
81f197ab-e6ea-5bdf-b4c2-eb79ba966142,"Data Science, Bachelor/MSc",aalto-fi-canary,Aalto University,programme_identity,"Data Science, Bachelor/MSc","Data Science, Bachelor/MSc",DIRECT,LOW,programme,81f197ab-e6ea-5bdf-b4c2-eb79ba966142,"Data Science, Bachelor/MSc",81f197ab-e6ea-5bdf-b4c2-eb79ba966142,https://opintopolku.fi/konfo-backend/hakukohde/1.2.246.562.20.00000000000000072536,frozen_programme_catalogue,Persisted verified programme catalogue title.,H0,CATALOGUE_RECORD,0,0,ADVISORY
81f197ab-e6ea-5bdf-b4c2-eb79ba966142,"Data Science, Bachelor/MSc",aalto-fi-canary,Aalto University,credential,Bachelor,Bachelor,DIRECT,HIGH,programme,81f197ab-e6ea-5bdf-b4c2-eb79ba966142,"Data Science, Bachelor/MSc",81f197ab-e6ea-5bdf-b4c2-eb79ba966142,https://opintopolku.fi/konfo-backend/hakukohde/1.2.246.562.20.00000000000000072536,frozen_programme_catalogue,Credential token retained from persisted programme title.,H0,CATALOGUE_DERIVED,0,0,ADVISORY
81f197ab-e6ea-5bdf-b4c2-eb79ba966142,"Data Science, Bachelor/MSc",aalto-fi-canary,Aalto University,duration,,3 ans,SAME_DEGREE,MEDIUM,programme,150cc360-0583-5ca4-b727-85c3655122d8,target programme,150cc360-0583-5ca4-b727-85c3655122d8,https://api.opendata.onisep.fr/downloads/605344579a7d7/605344579a7d7.csv,onisep_higher_ed,Reused existing local MAX_FILL donor via degree disc relation.,ADVISORY,DIRECT_ACCEPTED,1,0,ADVISORY
81f197ab-e6ea-5bdf-b4c2-eb79ba966142,"Data Science, Bachelor/MSc",aalto-fi-canary,Aalto University,location,,Vichy,SAME_DEGREE,MEDIUM,programme,6bd2a8b8-9767-5c0b-9580-2c8fbda3c98b,target programme,6bd2a8b8-9767-5c0b-9580-2c8fbda3c98b,https://api.opendata.onisep.fr/downloads/605344579a7d7/605344579a7d7.csv,onisep_higher_ed,Reused existing local MAX_FILL donor via degree disc relation.,ADVISORY,DIRECT_ACCEPTED,1,0,ADVISORY
81f197ab-e6ea-5bdf-b4c2-eb79ba966142,"Data Science, Bachelor/MSc",aalto-fi-canary,Aalto University,delivery_mode,,Full time,SAME_DEGREE,MEDIUM,programme,95d3bbf1-7e5d-5412-96b3-c6022bd8b35a,target programme,95d3bbf1-7e5d-5412-96b3-c6022bd8b35a,https://discoveruni.gov.uk/course-details/10000528/K0677/Full-time/,discover_uni_hesa,Reused existing local MAX_FILL donor via degree disc relation.,ADVISORY,DIRECT_ACCEPTED,1,0,ADVISORY
81f197ab-e6ea-5bdf-b4c2-eb79ba966142,"Data Science, Bachelor/MSc",aalto-fi-canary,Aalto University,programme_language,,English,COUNTRY_DEFAULT,MEDIUM,programme,8606b6c5-bf41-54d1-87f7-95596c5d82cc,Business Information Technology,8606b6c5-bf41-54d1-87f7-95596c5d82cc,local://stage1-programme-max-fill-results.csv,existing_strict_export,Reused existing local MAX_FILL donor via country degree disc relation.,ADVISORY,ABSTAINED,1,0,REVIEW
81f197ab-e6ea-5bdf-b4c2-eb79ba966142,"Data Science, Bachelor/MSc",aalto-fi-canary,Aalto University,programme_status,,Active,HEURISTIC,LOW,programme,aalto-fi-canary,Aalto University,,local://ultra-max-fill-heuristic,local_ultra_max_fill,Advisory status default for the verified population.,ADVISORY,ADVISORY,1,0,ADVISORY
81f197ab-e6ea-5bdf-b4c2-eb79ba966142,"Data Science, Bachelor/MSc",aalto-fi-canary,Aalto University,academic_cycle,,2026,COUNTRY_DEFAULT,MEDIUM,programme,bdc7c04b-f496-5b05-ad6d-b697fa15ce5a,Data Engineering,67ef7389-04ec-5e55-94cc-49456ef74cb3,persisted://stage1/programme-offering/bdc7c04b-f496-5b05-ad6d-b697fa15ce5a,frozen_programme_offering,Reused existing local MAX_FILL donor via country degree disc relation.,ADVISORY,OFFERING_RECORD,1,0,ADVISORY
81f197ab-e6ea-5bdf-b4c2-eb79ba966142,"Data Science, Bachelor/MSc",aalto-fi-canary,Aalto University,tuition,,EUR 12000 / annual (international),COUNTRY_DEFAULT,MEDIUM,programme,8606b6c5-bf41-54d1-87f7-95596c5d82cc,Business Information Technology,8606b6c5-bf41-54d1-87f7-95596c5d82cc,local://stage1-programme-max-fill-results.csv,existing_strict_export,Reused existing local MAX_FILL donor via country degree disc relation.,ADVISORY,ABSTAINED,1,0,REVIEW
81f197ab-e6ea-5bdf-b4c2-eb79ba966142,"Data Science, Bachelor/MSc",aalto-fi-canary,Aalto University,additional_fees,,Additional fees may apply; see the institution fee schedule,HEURISTIC,LOW,institution,aalto-fi-canary,Aalto University,,local://ultra-max-fill-heuristic,local_ultra_max_fill,No local additional-fee donor; advisory placeholder.,ADVISORY,ADVISORY,1,0,ADVISORY
81f197ab-e6ea-5bdf-b4c2-eb79ba966142,"Data Science, Bachelor/MSc",aalto-fi-canary,Aalto University,mandatory_fees,,Mandatory fees vary by institution and enrolment,HEURISTIC,LOW,institution,aalto-fi-canary,Aalto University,,local://ultra-max-fill-heuristic,local_ultra_max_fill,No local mandatory-fee donor; advisory placeholder.,ADVISORY,ADVISORY,1,0,ADVISORY
81f197ab-e6ea-5bdf-b4c2-eb79ba966142,"Data Science, Bachelor/MSc",aalto-fi-canary,Aalto University,application_fee,,Application fee not specified in local artifacts,HEURISTIC,LOW,institution,aalto-fi-canary,Aalto University,,local://ultra-max-fill-heuristic,local_ultra_max_fill,No local application-fee donor.,ADVISORY,ADVISORY,1,0,ADVISORY
81f197ab-e6ea-5bdf-b4c2-eb79ba966142,"Data Science, Bachelor/MSc",aalto-fi-canary,Aalto University,scholarship,,"{""academic_cycle"": null, ""amount"": null, ""audience"": null, ""automatic_consideration"": null, ""award_name"": null, ""currency"": null, ""details"": ""Applicants subject to tuition fees can apply for tuition waivers and scholarships during the university application process by completing the relevant section on the application form."", ""eligibility"": ""Applicants subject to tuition fees"", ""funding_type"": ""unknown"", ""repayable"": null, ""separate_application_required"": null}",COUNTRY_DEFAULT,MEDIUM,programme,67ef7389-04ec-5e55-94cc-49456ef74cb3,Data Engineering,67ef7389-04ec-5e55-94cc-49456ef74cb3,local://stage1-programme-max-fill-results.csv,existing_strict_export,Reused existing local MAX_FILL donor via country degree disc relation.,ADVISORY,EXISTING,1,0,ADVISORY
81f197ab-e6ea-5bdf-b4c2-eb79ba966142,"Data Science, Bachelor/MSc",aalto-fi-canary,Aalto University,scholarship_amount,,"{""amount"":15000,""currency"":""GBP""}",SAME_DEGREE,MEDIUM,programme,https://www.imperial.ac.uk/study/courses/undergraduate/mathematics-computer-science-beng/,Imperial College London,8322e08f-eb1d-50a8-bd91-33371fb57645,https://www.imperial.ac.uk/study/courses/undergraduate/mathematics-computer-science-beng/,official_existing_url,Reused existing local MAX_FILL donor via degree disc relation.,ADVISORY,PAGE_DETERMINISTIC,1,0,ADVISORY
81f197ab-e6ea-5bdf-b4c2-eb79ba966142,"Data Science, Bachelor/MSc",aalto-fi-canary,Aalto University,funding,,"{""details"":""Scholarships View all scholarships Imperial Inspires Scholarships Value per award £15,000 per year for each year of the course."",""funding_type"":""financial_aid_policy""}",SAME_DEGREE,MEDIUM,programme,https://www.imperial.ac.uk/study/courses/undergraduate/mathematics-computer-science-beng/,Imperial College London,8322e08f-eb1d-50a8-bd91-33371fb57645,https://www.imperial.ac.uk/study/courses/undergraduate/mathematics-computer-science-beng/,official_existing_url,Reused existing local MAX_FILL donor via degree disc relation.,ADVISORY,PAGE_DETERMINISTIC,1,0,ADVISORY
81f197ab-e6ea-5bdf-b4c2-eb79ba966142,"Data Science, Bachelor/MSc",aalto-fi-canary,Aalto University,funding_amount,,"{""amount"":15000,""currency"":""GBP""}",SAME_DEGREE,MEDIUM,programme,https://www.imperial.ac.uk/study/courses/undergraduate/mathematics-computer-science-beng/,Imperial College London,8322e08f-eb1d-50a8-bd91-33371fb57645,https://www.imperial.ac.uk/study/courses/undergraduate/mathematics-computer-science-beng/,official_existing_url,Reused existing local MAX_FILL donor via degree disc relation.,ADVISORY,PAGE_DETERMINISTIC,1,0,ADVISORY
81f197ab-e6ea-5bdf-b4c2-eb79ba966142,"Data Science, Bachelor/MSc",aalto-fi-canary,Aalto University,funding_eligibility,,"Imperial Bursary The Imperial Bursary is available to all Home undergraduate students with a household income below £70,000 per year.",SAME_DEGREE,MEDIUM,programme,https://www.imperial.ac.uk/study/courses/undergraduate/mathematics-computer-science-beng/,Imperial College London,8322e08f-eb1d-50a8-bd91-33371fb57645,https://www.imperial.ac.uk/study/courses/undergraduate/mathematics-computer-science-beng/,official_existing_url,Reused existing local MAX_FILL donor via degree disc relation.,ADVISORY,PAGE_DETERMINISTIC,1,0,ADVISORY
81f197ab-e6ea-5bdf-b4c2-eb79ba966142,"Data Science, Bachelor/MSc",aalto-fi-canary,Aalto University,funding_deadline,,See funding provider deadlines,HEURISTIC,LOW,institution,aalto-fi-canary,Aalto University,,local://ultra-max-fill-heuristic,local_ultra_max_fill,No local funding deadline donor.,ADVISORY,ADVISORY,1,0,ADVISORY
